task_id,timestamp,agent,workflow_type,confidence,amount,vendor_id,vendor_type,risk_level,human_reviewed,ai_decision,final_decision,correct,processing_time_seconds,exception_type
T-05936,2026-04-05 19:40:45,Accounts Payable AI,non_po_invoice,0.9208,53460.35,V-0396,existing,low,False,approve,approve,True,50,missing_po
T-05937,2026-04-05 19:55:31,Accounts Payable AI,standard_invoice,0.9817,114405.49,V-0284,existing,medium,True,approve,approve,True,163,none
T-05938,2026-04-05 19:57:40,Accounts Payable AI,non_po_invoice,0.9832,13543.47,V-0079,existing,low,False,approve,approve,True,21,none
T-05939,2026-04-05 20:03:40,Accounts Payable AI,non_po_invoice,0.9528,21965.1,NV-0146,new,medium,False,approve,approve,True,15,none
T-05940,2026-04-05 20:07:12,Accounts Payable AI,standard_invoice,0.9306,176953.77,V-0297,existing,medium,True,approve,approve,True,265,none
T-05941,2026-04-05 20:09:19,Accounts Payable AI,po_invoice,0.9523,9808.41,V-0383,existing,low,False,approve,approve,True,17,none
T-05942,2026-04-05 20:12:42,Accounts Payable AI,standard_invoice,0.9775,81537.99,V-0234,existing,medium,False,approve,approve,True,17,none
T-05943,2026-04-05 20:14:00,Accounts Payable AI,po_invoice,0.9334,14990.75,V-0397,existing,low,False,approve,approve,True,21,none
T-05944,2026-04-05 20:25:10,Accounts Payable AI,po_invoice,0.9334,55903.73,V-0090,existing,low,False,approve,approve,True,15,none
T-05945,2026-04-05 20:39:15,Accounts Payable AI,standard_invoice,0.9163,16856.84,V-0151,existing,low,False,approve,approve,True,23,none
T-05946,2026-04-05 20:44:13,Accounts Payable AI,non_po_invoice,0.958,34916.34,V-0073,existing,low,False,approve,approve,True,27,none
T-05947,2026-04-05 20:52:39,Accounts Payable AI,standard_invoice,0.9506,34491.27,V-0242,existing,medium,True,reject,reject,True,245,contract_mismatch
T-05948,2026-04-05 20:54:41,Accounts Payable AI,non_po_invoice,0.9551,37264.5,V-0299,existing,low,False,approve,approve,True,21,none
T-05949,2026-04-05 20:55:00,Accounts Payable AI,po_invoice,0.9741,18078.13,V-0079,existing,low,False,approve,approve,True,25,none
T-05950,2026-04-05 20:55:20,Accounts Payable AI,po_invoice,0.9257,26912.97,V-0153,existing,low,False,approve,approve,True,34,none
T-05951,2026-04-05 21:12:47,Accounts Payable AI,standard_invoice,0.9625,92964.95,V-0242,existing,medium,False,approve,approve,True,54,missing_po
T-05952,2026-04-05 21:47:51,Accounts Payable AI,po_invoice,0.984,14863.4,V-0181,existing,low,False,approve,approve,True,22,none
T-05953,2026-04-05 21:48:49,Accounts Payable AI,po_invoice,0.9796,25090.02,V-0394,existing,low,False,approve,approve,True,42,none
T-05954,2026-04-05 21:58:44,Accounts Payable AI,non_po_invoice,0.9151,118914.26,V-0225,existing,medium,True,approve,approve,True,287,none
T-05955,2026-04-05 22:01:44,Accounts Payable AI,standard_invoice,0.9382,30788.31,V-0158,existing,low,False,approve,approve,True,26,none
T-05956,2026-04-05 22:08:54,Accounts Payable AI,po_invoice,0.987,14299.47,V-0272,existing,low,False,approve,approve,True,21,none
T-05957,2026-04-05 22:11:46,Accounts Payable AI,po_invoice,0.9554,66738.78,V-0193,existing,low,False,approve,approve,True,31,none
T-05958,2026-04-05 22:13:27,Accounts Payable AI,non_po_invoice,0.9529,14520.06,V-0101,existing,low,False,approve,approve,True,19,none
T-05959,2026-04-05 22:40:42,Accounts Payable AI,non_po_invoice,0.9695,18066.56,V-0262,existing,low,False,approve,approve,True,18,none
T-05960,2026-04-05 22:46:51,Accounts Payable AI,po_invoice,0.9949,40265.62,V-0178,existing,low,False,reject,reject,True,23,none
T-05961,2026-04-05 22:50:22,Accounts Payable AI,po_invoice,0.9254,23765.52,V-0135,existing,low,False,approve,approve,True,9,none
T-05962,2026-04-05 22:53:56,Accounts Payable AI,po_invoice,0.934,44156.0,V-0389,existing,medium,False,reject,reject,True,57,price_mismatch
T-05963,2026-04-05 22:59:07,Accounts Payable AI,non_po_invoice,0.9441,30435.47,V-0306,existing,low,False,approve,approve,True,9,none
T-05964,2026-04-05 23:39:45,Accounts Payable AI,po_invoice,0.9876,47683.85,V-0277,existing,low,False,approve,approve,True,16,none
T-05965,2026-04-05 23:51:17,Accounts Payable AI,standard_invoice,0.9229,49342.66,NV-0012,new,medium,True,approve,approve,True,198,none
T-05966,2026-04-06 00:23:16,Accounts Payable AI,non_po_invoice,0.981,33093.87,V-0344,existing,low,False,approve,approve,True,41,none
T-05967,2026-04-06 00:37:41,Accounts Payable AI,non_po_invoice,0.9357,29587.04,V-0261,existing,low,False,approve,approve,True,43,none
T-05968,2026-04-06 00:37:52,Accounts Payable AI,po_invoice,0.8362,26312.76,NV-0026,new,medium,True,approve,approve,True,320,contract_mismatch
T-05969,2026-04-06 01:05:31,Accounts Payable AI,po_invoice,0.9545,19202.24,V-0271,existing,low,False,approve,approve,True,91,missing_po
T-05970,2026-04-06 01:09:24,Accounts Payable AI,non_po_invoice,0.9913,79654.83,V-0141,existing,medium,False,approve,approve,True,14,none
T-05971,2026-04-06 01:16:52,Accounts Payable AI,po_invoice,0.8624,6672.55,NV-0122,new,medium,True,approve,approve,True,445,none
T-05972,2026-04-06 01:20:04,Accounts Payable AI,standard_invoice,0.8905,36358.42,V-0290,existing,low,True,approve,approve,True,288,none
T-05973,2026-04-06 01:28:49,Accounts Payable AI,standard_invoice,0.9589,19626.97,V-0340,existing,low,False,approve,approve,True,21,none
T-05974,2026-04-06 01:35:18,Accounts Payable AI,standard_invoice,0.9118,9147.03,V-0318,existing,low,False,approve,approve,True,13,none
T-05975,2026-04-06 01:35:56,Accounts Payable AI,standard_invoice,0.9429,15795.21,V-0348,existing,low,False,approve,approve,True,55,none
T-05976,2026-04-06 01:45:02,Accounts Payable AI,po_invoice,0.9135,14138.33,V-0113,existing,low,True,approve,approve,True,254,missing_approval
T-05977,2026-04-06 01:48:19,Accounts Payable AI,standard_invoice,0.964,13515.69,V-0064,existing,low,False,approve,approve,True,50,none
T-05978,2026-04-06 01:48:47,Accounts Payable AI,po_invoice,0.9357,21679.49,V-0352,existing,low,False,approve,approve,True,56,none
T-05979,2026-04-06 02:00:29,Accounts Payable AI,po_invoice,0.9803,11831.37,V-0284,existing,low,False,approve,approve,True,26,none
T-05980,2026-04-06 02:01:52,Accounts Payable AI,non_po_invoice,0.989,52363.29,V-0048,existing,low,False,approve,approve,True,14,none
T-05981,2026-04-06 02:18:49,Accounts Payable AI,po_invoice,0.9689,16369.04,V-0260,existing,low,False,approve,approve,True,47,missing_po
T-05982,2026-04-06 02:59:17,Accounts Payable AI,po_invoice,0.9724,25519.36,V-0311,existing,low,False,approve,approve,True,12,none
T-05983,2026-04-06 03:02:55,Accounts Payable AI,standard_invoice,0.8795,62795.06,NV-0091,new,medium,True,reject,reject,True,345,price_mismatch
T-05984,2026-04-06 03:11:54,Accounts Payable AI,standard_invoice,0.9291,29725.8,NV-0085,new,medium,True,approve,approve,True,107,none
T-05985,2026-04-06 03:20:33,Accounts Payable AI,po_invoice,0.9925,61806.91,V-0011,existing,low,False,approve,approve,True,51,none
T-05986,2026-04-06 03:31:38,Accounts Payable AI,non_po_invoice,0.9881,16325.22,V-0281,existing,low,False,reject,reject,True,20,none
T-05987,2026-04-06 03:45:25,Accounts Payable AI,standard_invoice,0.951,27925.23,V-0071,existing,low,False,approve,approve,True,85,missing_po
T-05988,2026-04-06 03:46:16,Accounts Payable AI,standard_invoice,0.9319,24622.02,V-0296,existing,low,False,approve,approve,True,24,none
T-05989,2026-04-06 03:53:02,Accounts Payable AI,po_invoice,0.9521,30314.63,NV-0118,new,medium,False,approve,approve,True,31,none
T-05990,2026-04-06 03:53:53,Accounts Payable AI,non_po_invoice,0.9322,78528.36,V-0314,existing,medium,False,approve,approve,True,37,none
T-05991,2026-04-06 04:16:24,Accounts Payable AI,standard_invoice,0.9649,27545.6,V-0335,existing,low,False,approve,approve,True,35,missing_po
T-05992,2026-04-06 04:18:10,Accounts Payable AI,po_invoice,0.8996,48525.5,NV-0019,new,medium,True,approve,approve,True,194,none
T-05993,2026-04-06 04:39:47,Accounts Payable AI,po_invoice,0.9824,12222.2,V-0081,existing,low,False,approve,approve,True,22,none
T-05994,2026-04-06 04:58:20,Accounts Payable AI,standard_invoice,0.9756,65461.43,V-0009,existing,low,False,approve,approve,True,19,none
T-05995,2026-04-06 05:00:37,Accounts Payable AI,standard_invoice,0.9336,18905.91,V-0239,existing,medium,True,approve,approve,True,810,contract_mismatch
T-05996,2026-04-06 05:12:02,Accounts Payable AI,standard_invoice,0.9156,43874.47,V-0256,existing,low,False,approve,approve,True,26,none
T-05997,2026-04-06 05:14:44,Accounts Payable AI,standard_invoice,0.9237,18356.8,V-0289,existing,low,False,approve,approve,True,20,none
T-05998,2026-04-06 05:17:00,Accounts Payable AI,po_invoice,0.9235,40312.33,V-0016,existing,low,False,approve,approve,True,30,none
T-05999,2026-04-06 05:44:32,Accounts Payable AI,po_invoice,0.9674,34848.17,V-0172,existing,low,False,approve,approve,True,20,none
T-06000,2026-04-06 05:52:48,Accounts Payable AI,po_invoice,0.9335,28998.29,V-0123,existing,medium,False,reject,reject,True,50,price_mismatch
T-06001,2026-04-06 05:56:10,Accounts Payable AI,po_invoice,0.9908,67000.44,V-0204,existing,low,False,approve,approve,True,37,none
T-06002,2026-04-06 06:04:32,Accounts Payable AI,po_invoice,0.9886,27559.67,V-0107,existing,low,False,approve,approve,True,34,none
T-06003,2026-04-06 06:04:44,Accounts Payable AI,po_invoice,0.9795,6360.0,V-0116,existing,low,False,approve,approve,True,12,none
T-06004,2026-04-06 06:23:19,Accounts Payable AI,po_invoice,0.931,26447.23,V-0146,existing,medium,True,reject,reject,True,259,contract_mismatch
T-06005,2026-04-06 06:35:41,Accounts Payable AI,po_invoice,0.8797,130051.46,NV-0049,new,high,True,approve,approve,True,257,none
T-06006,2026-04-06 07:06:14,Accounts Payable AI,po_invoice,0.9609,13016.89,V-0153,existing,low,False,reject,reject,True,27,none
T-06007,2026-04-06 07:16:33,Accounts Payable AI,po_invoice,0.9236,49022.0,V-0308,existing,low,False,approve,approve,True,25,none
T-06008,2026-04-06 08:02:46,Accounts Payable AI,standard_invoice,0.9645,25394.32,V-0142,existing,low,False,approve,approve,True,29,none
T-06009,2026-04-06 08:04:28,Accounts Payable AI,po_invoice,0.994,10331.17,V-0112,existing,low,False,approve,approve,True,27,none
T-06010,2026-04-06 08:18:04,Accounts Payable AI,po_invoice,0.9664,33482.44,V-0329,existing,low,True,approve,approve,True,336,missing_approval
T-06011,2026-04-06 08:18:58,Accounts Payable AI,po_invoice,0.9728,70044.93,V-0215,existing,low,False,approve,approve,True,45,none
T-06012,2026-04-06 08:32:40,Accounts Payable AI,po_invoice,0.9922,30850.18,V-0261,existing,low,False,approve,approve,True,26,none
T-06013,2026-04-06 08:38:20,Accounts Payable AI,standard_invoice,0.9302,81890.3,V-0366,existing,medium,False,approve,approve,True,72,missing_po
T-06014,2026-04-06 09:11:40,Accounts Payable AI,po_invoice,0.9554,21241.04,V-0068,existing,low,False,approve,approve,True,17,none
T-06015,2026-04-06 09:20:40,Accounts Payable AI,non_po_invoice,0.9795,23732.24,V-0293,existing,low,False,approve,approve,True,29,none
T-06016,2026-04-06 09:21:09,Accounts Payable AI,po_invoice,0.9401,12293.93,NV-0101,new,medium,False,approve,approve,True,11,none
T-06017,2026-04-06 09:27:57,Accounts Payable AI,po_invoice,0.994,29343.56,V-0013,existing,low,False,approve,approve,True,21,none
T-06018,2026-04-06 09:34:19,Accounts Payable AI,standard_invoice,0.8953,12825.03,V-0125,existing,low,True,approve,approve,True,534,none
T-06019,2026-04-06 09:44:13,Accounts Payable AI,standard_invoice,0.9424,21132.48,V-0327,existing,low,False,reject,reject,True,18,none
T-06020,2026-04-06 09:58:57,Accounts Payable AI,po_invoice,0.937,31965.04,NV-0134,new,medium,True,approve,approve,True,164,none
T-06021,2026-04-06 10:01:48,Accounts Payable AI,standard_invoice,0.9776,19854.57,V-0275,existing,low,False,approve,approve,True,35,none
T-06022,2026-04-06 10:10:43,Accounts Payable AI,standard_invoice,0.9866,135155.92,V-0195,existing,medium,True,approve,approve,True,245,none
T-06023,2026-04-06 10:14:52,Accounts Payable AI,po_invoice,0.9056,21396.17,NV-0079,new,medium,True,approve,approve,True,212,contract_mismatch
T-06024,2026-04-06 10:28:03,Accounts Payable AI,non_po_invoice,0.9856,45970.75,V-0130,existing,low,False,approve,approve,True,23,none
T-06025,2026-04-06 10:32:58,Accounts Payable AI,non_po_invoice,0.9044,11684.61,NV-0063,new,medium,True,approve,approve,True,176,none
T-06026,2026-04-06 10:45:18,Accounts Payable AI,po_invoice,0.888,59189.79,V-0327,existing,low,True,approve,approve,True,310,none
T-06027,2026-04-06 10:57:05,Accounts Payable AI,po_invoice,0.9624,43165.46,V-0278,existing,low,False,approve,approve,True,45,none
T-06028,2026-04-06 10:58:12,Accounts Payable AI,standard_invoice,0.9161,101837.59,V-0195,existing,medium,True,approve,approve,True,157,none
T-06029,2026-04-06 11:01:46,Accounts Payable AI,standard_invoice,0.943,74774.11,V-0189,existing,low,False,approve,approve,True,18,none
T-06030,2026-04-06 11:32:34,Accounts Payable AI,po_invoice,0.983,25182.37,V-0099,existing,low,False,approve,approve,True,90,missing_po
T-06031,2026-04-06 11:38:29,Accounts Payable AI,po_invoice,0.9707,23725.85,V-0065,existing,low,False,approve,approve,True,39,none
T-06032,2026-04-06 11:38:42,Accounts Payable AI,po_invoice,0.8808,49681.67,V-0330,existing,low,True,approve,approve,True,107,none
T-06033,2026-04-06 11:39:16,Accounts Payable AI,standard_invoice,0.891,2500.0,V-0379,existing,low,True,approve,approve,True,367,none
T-06034,2026-04-06 11:41:02,Accounts Payable AI,standard_invoice,0.9705,69209.03,V-0303,existing,low,False,approve,approve,True,85,missing_po
T-06035,2026-04-06 11:47:46,Accounts Payable AI,po_invoice,0.9251,8779.7,V-0169,existing,low,False,approve,approve,True,22,none
T-06036,2026-04-06 11:53:09,Accounts Payable AI,po_invoice,0.9759,16008.01,V-0288,existing,low,False,approve,approve,True,26,none
T-06037,2026-04-06 12:11:23,Accounts Payable AI,po_invoice,0.9212,19556.92,V-0387,existing,low,False,approve,approve,True,25,none
T-06038,2026-04-06 12:14:20,Accounts Payable AI,po_invoice,0.9742,18448.23,V-0364,existing,low,False,approve,approve,True,24,none
T-06039,2026-04-06 12:37:01,Accounts Payable AI,standard_invoice,0.9649,22968.62,NV-0144,new,medium,False,approve,approve,True,11,none
T-06040,2026-04-06 12:41:20,Accounts Payable AI,non_po_invoice,0.9132,104170.86,NV-0058,new,high,True,reject,reject,True,190,missing_approval
T-06041,2026-04-06 12:55:53,Accounts Payable AI,po_invoice,0.9837,18094.03,V-0286,existing,low,False,approve,approve,True,30,none
T-06042,2026-04-06 13:15:42,Accounts Payable AI,po_invoice,0.88,40002.93,NV-0031,new,medium,True,approve,approve,True,333,contract_mismatch
T-06043,2026-04-06 13:23:55,Accounts Payable AI,po_invoice,0.975,6924.32,V-0162,existing,low,False,approve,approve,True,9,none
T-06044,2026-04-06 13:39:02,Accounts Payable AI,non_po_invoice,0.9855,33107.88,V-0294,existing,low,False,approve,approve,True,29,none
T-06045,2026-04-06 13:47:14,Accounts Payable AI,po_invoice,0.9639,14025.53,V-0350,existing,low,False,approve,approve,True,31,none
T-06046,2026-04-06 13:49:52,Accounts Payable AI,non_po_invoice,0.956,17640.94,V-0161,existing,medium,True,approve,approve,True,223,duplicate_invoice
T-06047,2026-04-06 13:59:16,Accounts Payable AI,standard_invoice,0.9693,8768.26,V-0389,existing,low,False,approve,approve,True,26,none
T-06048,2026-04-06 14:09:25,Accounts Payable AI,standard_invoice,0.9765,10331.88,V-0103,existing,low,False,approve,approve,True,33,none
T-06049,2026-04-06 14:34:22,Accounts Payable AI,po_invoice,0.995,19517.4,V-0388,existing,low,False,approve,approve,True,33,none
T-06050,2026-04-06 14:34:49,Accounts Payable AI,po_invoice,0.9704,20175.27,V-0166,existing,low,False,approve,approve,True,31,none
T-06051,2026-04-06 14:35:14,Accounts Payable AI,po_invoice,0.9296,112941.13,V-0297,existing,medium,True,reject,reject,True,244,none
T-06052,2026-04-06 14:39:17,Accounts Payable AI,po_invoice,0.9474,162713.88,V-0261,existing,medium,True,approve,approve,True,211,none
T-06053,2026-04-06 14:39:24,Accounts Payable AI,po_invoice,0.9337,68761.47,NV-0043,new,medium,True,reject,reject,True,771,none
T-06054,2026-04-06 14:46:34,Accounts Payable AI,po_invoice,0.964,21833.36,V-0085,existing,low,False,approve,approve,True,13,none
T-06055,2026-04-06 14:48:17,Accounts Payable AI,non_po_invoice,0.9698,23932.29,V-0069,existing,low,False,approve,approve,True,16,none
T-06056,2026-04-06 14:58:47,Accounts Payable AI,po_invoice,0.9685,23013.92,V-0235,existing,low,False,approve,approve,True,15,none
T-06057,2026-04-06 15:12:50,Accounts Payable AI,standard_invoice,0.9556,44538.6,NV-0125,new,medium,False,approve,approve,True,12,none
T-06058,2026-04-06 15:41:05,Accounts Payable AI,po_invoice,0.9656,26651.77,V-0107,existing,low,False,approve,approve,True,10,none
T-06059,2026-04-06 15:42:01,Accounts Payable AI,po_invoice,0.943,25340.88,V-0166,existing,low,False,approve,approve,True,12,none
T-06060,2026-04-06 15:47:52,Accounts Payable AI,standard_invoice,0.9669,25574.97,V-0265,existing,low,False,approve,approve,True,21,none
T-06061,2026-04-06 15:55:45,Accounts Payable AI,standard_invoice,0.9054,46817.95,V-0143,existing,low,False,approve,approve,True,33,none
T-06062,2026-04-06 16:03:17,Accounts Payable AI,po_invoice,0.9299,24038.29,V-0287,existing,low,False,approve,approve,True,44,none
T-06063,2026-04-06 16:10:43,Accounts Payable AI,po_invoice,0.9451,60959.36,V-0231,existing,low,False,approve,approve,True,19,none
T-06064,2026-04-06 16:16:10,Accounts Payable AI,po_invoice,0.9637,42312.97,V-0119,existing,low,False,approve,approve,True,17,none
T-06065,2026-04-06 16:16:12,Accounts Payable AI,standard_invoice,0.9818,24742.85,V-0030,existing,low,False,approve,approve,True,24,none
T-06066,2026-04-06 16:31:12,Accounts Payable AI,po_invoice,0.9904,63239.39,V-0281,existing,low,False,approve,approve,True,13,none
T-06067,2026-04-06 16:41:07,Accounts Payable AI,po_invoice,0.9629,135054.7,V-0031,existing,medium,True,approve,approve,True,147,none
T-06068,2026-04-06 16:58:50,Accounts Payable AI,standard_invoice,0.9529,210541.77,V-0070,existing,high,True,approve,approve,True,262,none
T-06069,2026-04-06 17:01:42,Accounts Payable AI,non_po_invoice,0.9968,17078.91,V-0273,existing,low,False,approve,approve,True,22,none
T-06070,2026-04-06 17:01:51,Accounts Payable AI,standard_invoice,0.9308,44247.54,V-0139,existing,low,False,approve,approve,True,15,none
T-06071,2026-04-06 17:06:45,Accounts Payable AI,po_invoice,0.8283,56428.42,NV-0085,new,medium,True,approve,approve,True,277,missing_approval
T-06072,2026-04-06 17:18:15,Accounts Payable AI,standard_invoice,0.9927,45143.99,V-0033,existing,low,False,approve,approve,True,33,none
T-06073,2026-04-06 17:23:01,Accounts Payable AI,po_invoice,0.994,8121.71,V-0093,existing,low,False,approve,approve,True,17,none
T-06074,2026-04-06 17:40:45,Accounts Payable AI,po_invoice,0.9659,174404.77,V-0021,existing,medium,True,approve,approve,True,181,none
T-06075,2026-04-06 17:49:22,Accounts Payable AI,po_invoice,0.9479,23807.72,V-0252,existing,low,False,approve,approve,True,20,none
T-06076,2026-04-06 17:51:46,Accounts Payable AI,po_invoice,0.9617,9764.5,V-0043,existing,medium,False,approve,approve,True,42,price_mismatch
T-06077,2026-04-06 17:56:34,Accounts Payable AI,po_invoice,0.9619,43051.54,V-0173,existing,low,False,approve,approve,True,20,none
T-06078,2026-04-06 18:21:54,Accounts Payable AI,non_po_invoice,0.9954,17244.52,V-0150,existing,low,False,approve,approve,True,18,none
T-06079,2026-04-06 18:34:14,Accounts Payable AI,standard_invoice,0.9419,45577.39,V-0031,existing,low,False,approve,approve,True,25,none
T-06080,2026-04-06 18:42:43,Accounts Payable AI,po_invoice,0.9621,33542.9,V-0085,existing,low,False,approve,approve,True,24,none
T-06081,2026-04-06 18:51:49,Accounts Payable AI,po_invoice,0.9604,13298.8,V-0137,existing,medium,False,approve,approve,True,76,price_mismatch
T-06082,2026-04-06 18:54:06,Accounts Payable AI,po_invoice,0.9663,34518.84,V-0363,existing,medium,True,reject,reject,True,321,duplicate_invoice
T-06083,2026-04-06 19:03:10,Accounts Payable AI,standard_invoice,0.9902,18183.19,V-0309,existing,low,False,reject,reject,True,25,none
T-06084,2026-04-06 19:06:47,Accounts Payable AI,po_invoice,0.9456,20545.75,NV-0066,new,medium,False,reject,reject,True,46,missing_po
T-06085,2026-04-06 19:35:04,Accounts Payable AI,standard_invoice,0.9256,200739.08,V-0110,existing,high,True,approve,approve,True,208,none
T-06086,2026-04-06 19:40:48,Accounts Payable AI,non_po_invoice,0.9578,23968.64,NV-0130,new,medium,False,reject,reject,True,18,none
T-06087,2026-04-06 19:50:02,Accounts Payable AI,non_po_invoice,0.9563,24799.83,V-0166,existing,low,False,approve,approve,True,36,none
T-06088,2026-04-06 20:14:24,Accounts Payable AI,po_invoice,0.9492,23650.27,V-0391,existing,low,False,approve,approve,True,49,none
T-06089,2026-04-06 20:38:14,Accounts Payable AI,standard_invoice,0.9856,48076.55,V-0260,existing,low,False,approve,approve,True,22,none
T-06090,2026-04-06 21:09:54,Accounts Payable AI,po_invoice,0.9011,32430.9,V-0042,existing,low,False,approve,approve,True,13,none
T-06091,2026-04-06 21:16:16,Accounts Payable AI,standard_invoice,0.973,15712.24,V-0381,existing,low,True,approve,approve,True,496,missing_approval
T-06092,2026-04-06 21:19:00,Accounts Payable AI,po_invoice,0.9644,34745.31,V-0072,existing,low,False,approve,approve,True,25,none
T-06093,2026-04-06 21:20:43,Accounts Payable AI,po_invoice,0.9801,66795.0,V-0033,existing,low,False,approve,approve,True,22,none
T-06094,2026-04-06 21:23:50,Accounts Payable AI,non_po_invoice,0.9836,26654.8,V-0004,existing,low,False,approve,approve,True,35,none
T-06095,2026-04-06 21:32:22,Accounts Payable AI,po_invoice,0.9419,22771.91,V-0220,existing,low,False,approve,approve,True,10,none
T-06096,2026-04-06 21:57:52,Accounts Payable AI,po_invoice,0.9807,71027.09,V-0080,existing,low,True,approve,approve,True,423,missing_approval
T-06097,2026-04-06 22:04:47,Accounts Payable AI,po_invoice,0.9434,142661.36,V-0009,existing,medium,True,approve,approve,True,128,none
T-06098,2026-04-06 22:05:31,Accounts Payable AI,standard_invoice,0.9851,56141.41,V-0164,existing,low,False,approve,approve,True,31,none
T-06099,2026-04-06 22:06:35,Accounts Payable AI,po_invoice,0.9603,82562.63,V-0258,existing,medium,False,approve,approve,True,17,none
T-06100,2026-04-06 22:07:57,Accounts Payable AI,standard_invoice,0.9442,55654.55,V-0103,existing,low,False,approve,approve,True,8,none
T-06101,2026-04-06 22:10:33,Accounts Payable AI,standard_invoice,0.9635,30509.58,V-0391,existing,low,False,approve,approve,True,15,none
T-06102,2026-04-06 22:20:52,Accounts Payable AI,po_invoice,0.8986,13808.52,NV-0048,new,medium,True,approve,approve,True,245,none
T-06103,2026-04-06 22:23:37,Accounts Payable AI,standard_invoice,0.9245,24620.78,NV-0086,new,medium,True,approve,approve,True,215,none
T-06104,2026-04-06 22:37:54,Accounts Payable AI,non_po_invoice,0.9602,28382.07,V-0197,existing,low,False,reject,reject,True,39,none
T-06105,2026-04-06 22:43:38,Accounts Payable AI,po_invoice,0.8633,41979.4,NV-0031,new,medium,True,approve,approve,True,910,missing_po
T-06106,2026-04-06 23:16:03,Accounts Payable AI,non_po_invoice,0.9942,40655.89,V-0297,existing,low,False,approve,approve,True,18,none
T-06107,2026-04-06 23:31:50,Accounts Payable AI,po_invoice,0.974,26162.89,V-0378,existing,low,False,approve,approve,True,17,none
T-06108,2026-04-06 23:46:10,Accounts Payable AI,po_invoice,0.9218,118515.5,V-0232,existing,medium,True,approve,approve,True,346,none
T-06109,2026-04-06 23:52:16,Accounts Payable AI,non_po_invoice,0.9915,23246.01,V-0015,existing,low,False,approve,approve,True,16,none
T-06110,2026-04-07 00:03:24,Accounts Payable AI,po_invoice,0.9358,21180.94,V-0080,existing,low,False,approve,approve,True,34,none
T-06111,2026-04-07 00:09:42,Accounts Payable AI,standard_invoice,0.9663,12694.31,V-0276,existing,low,False,approve,approve,True,43,none
T-06112,2026-04-07 00:11:53,Accounts Payable AI,po_invoice,0.9492,44589.22,NV-0132,new,medium,False,approve,approve,True,15,none
T-06113,2026-04-07 00:19:15,Accounts Payable AI,standard_invoice,0.9855,40061.96,V-0115,existing,low,False,approve,approve,True,15,none
T-06114,2026-04-07 00:33:04,Accounts Payable AI,standard_invoice,0.9048,72010.21,V-0096,existing,low,False,approve,approve,True,32,none
T-06115,2026-04-07 01:03:50,Accounts Payable AI,po_invoice,0.9357,37528.35,V-0089,existing,low,False,approve,approve,True,21,none
T-06116,2026-04-07 01:08:06,Accounts Payable AI,po_invoice,0.9735,24359.49,V-0171,existing,low,False,reject,reject,True,17,none
T-06117,2026-04-07 01:15:47,Accounts Payable AI,standard_invoice,0.9199,47365.03,V-0210,existing,low,False,approve,approve,True,132,missing_po
T-06118,2026-04-07 01:43:30,Accounts Payable AI,standard_invoice,0.9355,59818.17,NV-0063,new,medium,True,reject,reject,True,270,none
T-06119,2026-04-07 02:03:42,Accounts Payable AI,po_invoice,0.97,14644.63,V-0268,existing,low,False,approve,approve,True,46,none
T-06120,2026-04-07 02:11:03,Accounts Payable AI,standard_invoice,0.962,9931.78,V-0141,existing,low,False,approve,approve,True,19,none
T-06121,2026-04-07 02:26:29,Accounts Payable AI,po_invoice,0.9482,36696.46,NV-0102,new,medium,False,approve,approve,True,31,none
T-06122,2026-04-07 02:29:29,Accounts Payable AI,po_invoice,0.902,12062.5,V-0231,existing,low,False,approve,approve,True,34,none
T-06123,2026-04-07 02:37:07,Accounts Payable AI,standard_invoice,0.981,170452.36,V-0041,existing,medium,True,approve,approve,True,180,none
T-06124,2026-04-07 02:38:25,Accounts Payable AI,non_po_invoice,0.9419,31465.99,V-0224,existing,low,False,approve,approve,True,47,none
T-06125,2026-04-07 02:54:42,Accounts Payable AI,standard_invoice,0.8865,10589.79,V-0389,existing,low,True,approve,approve,True,187,none
T-06126,2026-04-07 02:55:56,Accounts Payable AI,po_invoice,0.9563,18244.67,V-0134,existing,low,False,approve,approve,True,33,none
T-06127,2026-04-07 03:12:24,Accounts Payable AI,po_invoice,0.9741,12936.61,V-0246,existing,low,False,approve,approve,True,31,none
T-06128,2026-04-07 03:23:07,Accounts Payable AI,standard_invoice,0.9694,62400.3,V-0141,existing,low,False,approve,approve,True,31,none
T-06129,2026-04-07 03:49:25,Accounts Payable AI,po_invoice,0.959,26318.89,V-0025,existing,low,False,approve,approve,True,14,none
T-06130,2026-04-07 04:12:31,Accounts Payable AI,po_invoice,0.9816,87024.02,V-0178,existing,medium,False,approve,approve,True,13,none
T-06131,2026-04-07 04:18:12,Accounts Payable AI,po_invoice,0.9689,14430.17,V-0276,existing,low,False,approve,approve,True,27,none
T-06132,2026-04-07 04:27:11,Accounts Payable AI,non_po_invoice,0.9298,16986.46,V-0099,existing,low,False,approve,approve,True,16,none
T-06133,2026-04-07 04:49:35,Accounts Payable AI,po_invoice,0.9827,7757.39,V-0086,existing,low,False,approve,approve,True,22,none
T-06134,2026-04-07 04:57:09,Accounts Payable AI,standard_invoice,0.9782,23703.65,V-0081,existing,low,False,approve,approve,True,24,none
T-06135,2026-04-07 05:14:28,Accounts Payable AI,non_po_invoice,0.9881,42537.25,V-0249,existing,low,False,approve,approve,True,37,none
